file,review_method,review_focus,finding_ids,sha256,status,verification
web/src/lib/admin-client.ts,Direct source and consumer review,"admin-client: shared UI/data contract, safe rendering and consumers",,7b3a2e467e73189fff93e0e24a2170062dc26e63f5dacbb207317bd63c40e3d4,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/api/client.ts,Direct source and consumer review,"client: shared UI/data contract, safe rendering and consumers",,def0e0fc913dd67a951ffe6981326add0a26f31c95caf0537019724adb944fa0,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/api/mutation.ts,Direct source and consumer review,"mutation: shared UI/data contract, safe rendering and consumers",,ee07ebf721f9ecbf1ce04933e4dd43bdecdd7e5c0ab70ddc4522e7e0dcd4971c,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/api/onboarding-settings.ts,Direct source and consumer review,"onboarding-settings: shared UI/data contract, safe rendering and consumers",F027,ae6aa591053135b941f61866c1f177730f12068dca2bf4e5b557d39c4cc35309,inspected; findings open,Not executed; static audit only
web/src/lib/api/reliable.ts,Direct source and consumer review,"reliable: shared UI/data contract, safe rendering and consumers",,eeda192f6c80917173a406a7c9bcf5a28342b61a6ab70160d8f8444c3252c54b,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/attention.ts,Direct source and consumer review,"attention: shared UI/data contract, safe rendering and consumers",,263309d012190bf762663f4fc90de9ee34508e222f50ca46bd611322eceaaee5,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/blog/articles.ts,Direct source and consumer review,"articles: shared UI/data contract, safe rendering and consumers",,65de29ddcecbdb8b7532f8efd9ac4f0e331b016156992d28519a12f195f0394e,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/blog/first-wave-drafts.js,Direct source and consumer review,"first-wave-drafts: shared UI/data contract, safe rendering and consumers",,4f21a17ec087ed080820ba2431d438f0b1e13cbcd8c746bcc53aafb6b7d302a0,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/blog/guides.js,Direct source and consumer review,"guides: shared UI/data contract, safe rendering and consumers",,8fecae98feeb48e8e65a2b2678d79fae241faeefec766e2782801b1e30afe6ce,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/AdminAttention.svelte,Direct source and consumer review,"AdminAttention: shared UI/data contract, safe rendering and consumers",,cbfce7c3a901b9ae68766a3cc18f70c2eb81728b2e7056f27386f85ad94439e5,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/AuthGate.svelte,Direct source and consumer review,"AuthGate: shared UI/data contract, safe rendering and consumers",,fed19f88b4908265fa8011c9ba9d1b16deb891162bfe1a846ccf7cc7d85c24d7,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/BankReturnNotice.svelte,Direct source and consumer review,"BankReturnNotice: shared UI/data contract, safe rendering and consumers",,0fe681ca08edfbb7bf2561f770f68f245ca46d4d70a7fb5373b6f8034f9fbad9,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/CommandPalette.svelte,Direct source and consumer review,"CommandPalette: shared UI/data contract, safe rendering and consumers",,d45c2bd75fe25cb6cd69bdf6a7d3c083d174c66d8b329cd93154e2ab9db3fb4f,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/ConnectivityBanner.svelte,Direct source and consumer review,"ConnectivityBanner: shared UI/data contract, safe rendering and consumers",,0cf45d25f9ffb9e020ed2ed52ed20fd70257a9ca9151691b3dd2cf3fd85eb1d0,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/DisputeDetail.svelte,Direct source and consumer review,"DisputeDetail: shared UI/data contract, safe rendering and consumers",F030,f009d35b85965ff57803ff594481b3e31dded804ecf0a042afea38b3d4bd429c,inspected; findings open,Not executed; static audit only
web/src/lib/components/DocumentLayout.svelte,Direct source and consumer review,"DocumentLayout: shared UI/data contract, safe rendering and consumers",,81c5ec1581bd1745420a362c554fefe6c5780b67ebc5ce8fb8292651b0cc514b,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/DocumentUploader.svelte,Direct source and consumer review,"DocumentUploader: shared UI/data contract, safe rendering and consumers",,d6ea569703787be6774260ad043ce8a52c3e0e7ca9007872569109b13a36a98a,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/FeedbackPrompt.svelte,Direct source and consumer review,"FeedbackPrompt: shared UI/data contract, safe rendering and consumers",,a2497faf31422950cbab1521487346740c450a21a791c8c30e11048347321776,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/HomeProof.svelte,Direct source and consumer review,"HomeProof: shared UI/data contract, safe rendering and consumers",,7ac7c500081bccbdca360c1515a40b3998d842aa4fff2fa086adc61ea2e4a005,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/Money.svelte,Direct source and consumer review,"Money: shared UI/data contract, safe rendering and consumers",,e10533c43bc1699d061b50772db908a3429687aad2708ab46030b1868b3f5e96,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/MotionObserver.svelte,Direct source and consumer review,"MotionObserver: shared UI/data contract, safe rendering and consumers",,0b1538fa80a06d2a9e94ec9741a78d29aa0b263da507f31aa5fb3516b9945f32,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/NotificationHistory.svelte,Direct source and consumer review,"NotificationHistory: shared UI/data contract, safe rendering and consumers",,281e666c70b9124ef43f1a7cf097a27065c60e600c1c272fde893b19a679fa00,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/OwnerDialog.svelte,Direct source and consumer review,"OwnerDialog: shared UI/data contract, safe rendering and consumers",,dbbd0db717f4fc70c0eddb2ed208f04cf9d6a97b8080fb2d25a97320ba3d4a5c,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/PaymentReview.svelte,Direct source and consumer review,"PaymentReview: shared UI/data contract, safe rendering and consumers",,49976a8a83896360f465ded8213cdc96e65c87c20c13b6d21c41859503281de3,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/PortalNav.svelte,Direct source and consumer review,"PortalNav: shared UI/data contract, safe rendering and consumers",,2cac315edf219afceedaea8030136754ad989cdcf683000822826fe0358c1670,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/ProtectedActionDialog.svelte,Direct source and consumer review,"ProtectedActionDialog: shared UI/data contract, safe rendering and consumers",,95a14eeddb1b828ca28802d2634cf6fc8d9ad51c5fbe5cf1a29bef8503c9bc85,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/PublishedLegalDocument.svelte,Direct source and consumer review,"PublishedLegalDocument: shared UI/data contract, safe rendering and consumers",,dedf1a05c13e2198cbb936aee0cbc5c15aac00c838ba4b51cd05d192d15a30f6,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/ResourceNotice.svelte,Direct source and consumer review,"ResourceNotice: shared UI/data contract, safe rendering and consumers",,e66a870e6996b935f197ad435aba7946a0dafe2cde21b4fad05bac3ddb5a79b0,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/ShareActions.svelte,Direct source and consumer review,"ShareActions: shared UI/data contract, safe rendering and consumers",,164f6dcceaaeca35f957d3bbf1fb349dd01faffd76badec70da9b4d9589b6806,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/SiteFooter.svelte,Direct source and consumer review,"SiteFooter: shared UI/data contract, safe rendering and consumers",,aa717ac825e27c066ee0b815219d9b61e9ea7a0a26f28991f4c2a3ec61292656,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/SiteHeader.svelte,Direct source and consumer review,"SiteHeader: shared UI/data contract, safe rendering and consumers",,9ad36bbbda3233abb4b3617c2bfa4e70bf29d85c8f315e7ccab3becb7f0de697,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/Skeleton.svelte,Direct source and consumer review,"Skeleton: shared UI/data contract, safe rendering and consumers",,f69a2b2bb90ecd5205037e1d834610a6d376094354a97b6f524e7cbb7c495c3f,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/StatusPill.svelte,Direct source and consumer review,"StatusPill: shared UI/data contract, safe rendering and consumers",,55bd297387d1953794d2cd7411ea92ac3bfb0fbb8111b53d2cdb0249e87ff04e,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/SystemBanner.svelte,Direct source and consumer review,"SystemBanner: shared UI/data contract, safe rendering and consumers",,a33266b54c4f38c76a013262617b8576803b1cc22dccf0ee1ae5b1b9fe81afa4,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/VerifyIdentity.svelte,Direct source and consumer review,"VerifyIdentity: shared UI/data contract, safe rendering and consumers",,3397d87cf85ad7b9007198dc0fb73c52fea372c7e84cc181511c7f434084104b,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/components/WorkspacePage.svelte,Direct source and consumer review,"WorkspacePage: shared UI/data contract, safe rendering and consumers",,273a33414966669f510d4ece28daceb644e3362481f79457abf0c6d9089c0426,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/datetime.ts,Direct source and consumer review,"datetime: shared UI/data contract, safe rendering and consumers",,c037af864bd50ca44f422fc8a23e5329ff1a3bf9752e1f34b92d3cd16685db25,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/demo-sale.ts,Direct source and consumer review,"demo-sale: shared UI/data contract, safe rendering and consumers",,01efc8f08750f41584525ff6bddea236cbde99aac432b97573b341dc2f0eb17e,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/fee-terms.ts,Direct source and consumer review,"fee-terms: shared UI/data contract, safe rendering and consumers",,fa2b80eb9f35aea34258a4d628c176cb784d7304ce11d4765da69764f3e77593,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/financial-copy.ts,Direct source and consumer review,"financial-copy: shared UI/data contract, safe rendering and consumers",,7a891fd2649f03a5254a601714bcf1cdd622080519878f78e0379ed12c39cee1,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/legal-defaults.json,Direct source and consumer review,"legal-defaults: shared UI/data contract, safe rendering and consumers",,aeef8b2578e66aa52d2b53368287d9eb6cdaf2829f03b879f68437ac7c3f2d10,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/money.ts,Direct source and consumer review,"money: shared UI/data contract, safe rendering and consumers",,65260e30e9651c27a7b8c945cbcdb0e6c6fbd8bc86f9e52cbdce4dec78683f3f,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/product-language.ts,Direct source and consumer review,"product-language: shared UI/data contract, safe rendering and consumers",,47967b8f3d7b17b7fbee9525de3d8a4621a274ea91de85d571f4255fd7411114,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/product-tools.ts,Direct source and consumer review,"product-tools: shared UI/data contract, safe rendering and consumers",,3eef0b7786d5453750ac25fe3b7d851d551647e33fb23be171cb13955c59a426,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/records.ts,Direct source and consumer review,"records: shared UI/data contract, safe rendering and consumers",,d9343f05553543554822e2ecc7a5e4a1519ee088f48420e43d5784e02fb07740,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/sale-drafts.ts,Direct source and consumer review,"sale-drafts: shared UI/data contract, safe rendering and consumers",,f8fa1fb98d2ffdec4fad31ff46d3cc078ad9abd5d02050fd2a1a19b4f2fb2ddf,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/seo.ts,Direct source and consumer review,"seo: shared UI/data contract, safe rendering and consumers",,a13897f5c60c2494f7e8127f10251c697a6c17a758e839601928cd44fd2c1ac2,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/server/guides.ts,Direct source and consumer review,"guides: shared UI/data contract, safe rendering and consumers",,1a9df354787927d1d8933b475021880f0502a2bd913a7987dd7ed3f9c9ec2212,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/server/legal-config.ts,Direct source and consumer review,"legal-config: shared UI/data contract, safe rendering and consumers",,df03e7ae075ecfd6208fd5b5e41aa8defc3812b5cd85cd245bd275b932da0240,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/server/legal-content.ts,Direct source and consumer review,"legal-content: shared UI/data contract, safe rendering and consumers",,fcf60634e83adb57c49483d26b2238097f90adca280eb9aeaa08ecef4771d9ad,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/server/legal-publication.ts,Direct source and consumer review,"legal-publication: shared UI/data contract, safe rendering and consumers",,c709baeb8e43715bd321f8981d7b36b6f9d6c226a4c23af80d07beb30c7b9aac,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/server/website-content.ts,Direct source and consumer review,"website-content: shared UI/data contract, safe rendering and consumers",,032584665645b73c4feda102e432fba4a71d3358ad2510d3191414b2d5318de9,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/trade-line-records.ts,Direct source and consumer review,"trade-line-records: shared UI/data contract, safe rendering and consumers",,d5fe0b9f4eb23d16a0a2866e778db25369769467500f2308a7bf232a4c56ba7e,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/website-content.ts,Direct source and consumer review,"website-content: shared UI/data contract, safe rendering and consumers",,287045c5e3ab2ba0f38923e7df714f3f2da7b6e6619edd36272c0ed40fc2db9f,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/website-defaults.json,Direct source and consumer review,"website-defaults: shared UI/data contract, safe rendering and consumers",,b91bb6fd1f6951d72268c40ed5411bcd8a21148ab1c99fadc48ee1da637be8f4,inspected; no separate finding recorded,Not executed; static audit only
web/src/lib/website-editor-content.ts,Direct source and consumer review,"website-editor-content: shared UI/data contract, safe rendering and consumers",,828c9e1a2a14459c25b118754e4c268d4a447d8687598a18e1c7539ce31825fd,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/+error.svelte,Direct frontend source and backend contract review,"Route /: +error.svelte; display, actions, scope, amounts and errors",,c3903b47c3faffac55dad6b5a45354f833e3ac029cba2b455014edb7a5dae1b6,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/+layout.svelte,Direct frontend source and backend contract review,"Route /: +layout.svelte; display, actions, scope, amounts and errors",F035,f7f6b94b8e36dda74c54886bf628ab796102eab17d660009e158304f0e256841,inspected; findings open,Not executed; static audit only
web/src/routes/+page.server.ts,Direct frontend source and backend contract review,Route /: +page.server.ts; HTTP/SSR data and publication boundary,,40ffb20ef3efcfdfafb3a966222a930bdb238f47abb57872a0d7ac43d98d61cc,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/+page.svelte,Direct frontend source and backend contract review,"Route /: +page.svelte; display, actions, scope, amounts and errors",,91a6689e52bd11e36a13f7566b8455449121aba3a0f0dd0ce402da5cb5acbeef,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/+layout.svelte,Direct frontend source and backend contract review,"Route /admin: +layout.svelte; display, actions, scope, amounts and errors",,1b794e741b31a77253dfef13fa8623e965fefb019dcec9e19f116c267faef6ed,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/+page.svelte,Direct frontend source and backend contract review,"Route /admin: +page.svelte; display, actions, scope, amounts and errors",,38c0cce33cc94df239e078038bae6941eb3735bfbc7ba86ccb06529196f5a1ac,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/analytics/+page.svelte,Direct frontend source and backend contract review,"Route /admin/analytics: +page.svelte; display, actions, scope, amounts and errors",F025,b462c20bb8814a8f9fb98ef5da126114ea2e91f85009c08f498c92abb4d8af77,inspected; findings open,Not executed; static audit only
web/src/routes/admin/approvals/+page.svelte,Direct frontend source and backend contract review,"Route /admin/approvals: +page.svelte; display, actions, scope, amounts and errors",,ade4c1b7721ee239ae28bf235071822f73228f8d0cc8be7a66a06a0be5a294cf,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/attention/+page.svelte,Direct frontend source and backend contract review,"Route /admin/attention: +page.svelte; display, actions, scope, amounts and errors",,113a01bbe0c6a83a6575f86a5a83b8a902fd255f0bc5af339dd5313c201404ca,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/audit/+page.svelte,Direct frontend source and backend contract review,"Route /admin/audit: +page.svelte; display, actions, scope, amounts and errors",,c0d54c65f76af2fd7a3f155ba7ef158697f9342b260f758622240abf84fcce7f,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/cases/+page.svelte,Direct frontend source and backend contract review,"Route /admin/cases: +page.svelte; display, actions, scope, amounts and errors",,6f73d75e4f60478d9b16b16bf6226de3f1c1be1ddfc93335cd0c0fe93837fec1,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/cases/[id]/+page.svelte,Direct frontend source and backend contract review,"Route /admin/cases/[id]: +page.svelte; display, actions, scope, amounts and errors",,912659044170a3746bd7db93f456dec4b70bd31d871a982e566e6c00607d8ee5,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/controls/+page.svelte,Direct frontend source and backend contract review,"Route /admin/controls: +page.svelte; display, actions, scope, amounts and errors",,6efb537658d2c0f80b43deddab62e6aac312f2b5a8c8f431c07b429f4cf6a495,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/customer-registrations/+page.svelte,Direct frontend source and backend contract review,"Route /admin/customer-registrations: +page.svelte; display, actions, scope, amounts and errors",,972f134e626c0ef75a65072c849f24d91a8ec5975f40898b8d1c0af6955426cb,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/diagnostics/+page.svelte,Direct frontend source and backend contract review,"Route /admin/diagnostics: +page.svelte; display, actions, scope, amounts and errors",,addfbbbc1bcb57af81513b6201b10c0a37e4dbd403ea69f0b4110b96124158ac,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/disputes/+page.svelte,Direct frontend source and backend contract review,"Route /admin/disputes: +page.svelte; display, actions, scope, amounts and errors",,93c6f8943c7ab13da5b96805dfb1e251f1fad08fb08231da8e11a31ff65153cb,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/disputes/[id]/+page.svelte,Direct frontend source and backend contract review,"Route /admin/disputes/[id]: +page.svelte; display, actions, scope, amounts and errors",F030,6e5e4637949a77057536ed292198537d44fadf0d86ccc626c5de3c2da39782c3,inspected; findings open,Not executed; static audit only
web/src/routes/admin/history/+page.svelte,Direct frontend source and backend contract review,"Route /admin/history: +page.svelte; display, actions, scope, amounts and errors",,566154f9e54d687253ea44e869fddd790e042772a609c95a82369a76d28c47d9,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/inbox/+page.svelte,Direct frontend source and backend contract review,"Route /admin/inbox: +page.svelte; display, actions, scope, amounts and errors",,6dcd879ec330309fc0dc66b46293716017c4129fac9566eebfbd77226f909c65,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/jobs/+page.svelte,Direct frontend source and backend contract review,"Route /admin/jobs: +page.svelte; display, actions, scope, amounts and errors",,32c717aa2d5f5ec8bfa4af6a334b76695c678d888f325b605fad14e2f51089b2,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/money/+page.svelte,Direct frontend source and backend contract review,"Route /admin/money: +page.svelte; display, actions, scope, amounts and errors",,8d0d14461645adf028f3ab352a4b60219d5df7fe9a4ab016979a3440d7781035,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/mono/+page.svelte,Direct frontend source and backend contract review,"Route /admin/mono: +page.svelte; display, actions, scope, amounts and errors",,2b4827e60efb9708e8279d98f414115a558cbe845f7d788c2ff1377538255c76,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/organizations/+page.svelte,Direct frontend source and backend contract review,"Route /admin/organizations: +page.svelte; display, actions, scope, amounts and errors",,934aeafb86f8e5e591b48e3b2efd35225cfff83b30188d753896c6c495897ebf,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/platform-settings/+page.svelte,Direct frontend source and backend contract review,"Route /admin/platform-settings: +page.svelte; display, actions, scope, amounts and errors",,89c90e577a12ceb8c23943fc6506b5711c0e4709f419d0945cbf6eb73e2718b1,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/privacy/+page.svelte,Direct frontend source and backend contract review,"Route /admin/privacy: +page.svelte; display, actions, scope, amounts and errors",,e462ba7ce1151a98d791fbe2232371a7944a4d3657e167b01c1b2d87ec1d9336,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/provider-events/+page.svelte,Direct frontend source and backend contract review,"Route /admin/provider-events: +page.svelte; display, actions, scope, amounts and errors",,84f00daa3079b6d1f3170ae346a9711424f6789f055aa904972b0b9f40424bb4,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/reconciliation/+page.svelte,Direct frontend source and backend contract review,"Route /admin/reconciliation: +page.svelte; display, actions, scope, amounts and errors",,2c76ab77d301e299f1b65c11c0f6598d71a6893b0ff9999c0f24ea0ec2952af0,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/recovery/+page.svelte,Direct frontend source and backend contract review,"Route /admin/recovery: +page.svelte; display, actions, scope, amounts and errors",,d63047461af86a16703370d92a348b921995826181346d1db6fb7052b8a697dd,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/search/+page.svelte,Direct frontend source and backend contract review,"Route /admin/search: +page.svelte; display, actions, scope, amounts and errors",,a2f9639fc530fdcdc94ddfd6057700f8215547065b7438063931e767ab7ce650,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/settings/+page.svelte,Direct frontend source and backend contract review,"Route /admin/settings: +page.svelte; display, actions, scope, amounts and errors",,3d80f78bc9ad9f6af0575078e6afe5a7c2cb6bc95c201da65781f98902f05374,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/team/+page.svelte,Direct frontend source and backend contract review,"Route /admin/team: +page.svelte; display, actions, scope, amounts and errors",,0c5f28c41fc8b3580010a9317eac79fe13bfe23fd3a5819f0fec03cd3761a415,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/users/+page.svelte,Direct frontend source and backend contract review,"Route /admin/users: +page.svelte; display, actions, scope, amounts and errors",,b935ca6422a12a1cc3f444ff4a50bed48e8c8e1c6bd865a7cd5982a768c8c849,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/admin/website/+page.svelte,Direct frontend source and backend contract review,"Route /admin/website: +page.svelte; display, actions, scope, amounts and errors",,bd465205fed1f5e9b0fbdb67dc3af08b6d885aca50404e3fedf8026eefeee813,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/+layout.svelte,Direct frontend source and backend contract review,"Route /app: +layout.svelte; display, actions, scope, amounts and errors",,6f64b5d0e613b387289b6d0415f5db78331dba9dc1a50148aaba6e9c37ff2b81,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/+page.server.ts,Direct frontend source and backend contract review,Route /app: +page.server.ts; HTTP/SSR data and publication boundary,,503f9dd64a303badc24b98d9202eaa50e49dbaa21076011f24fd184154d10960,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/+page.svelte,Direct frontend source and backend contract review,"Route /app: +page.svelte; display, actions, scope, amounts and errors",,0775ed86374a7f4abbd76b15f38efccd4f3236bb5f674ed502f5ed41d2d073a8,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/activity/+page.svelte,Direct frontend source and backend contract review,"Route /app/activity: +page.svelte; display, actions, scope, amounts and errors",,7138435e32044d934bbaf9537431d54b6050d02ec4b5ea13a6f5276cca398b8b,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/collections/+page.svelte,Direct frontend source and backend contract review,"Route /app/collections: +page.svelte; display, actions, scope, amounts and errors",,6b6ac6f2667dcfc2d42e7f0b5bfa450e71b2e5a47c07430f2ce50a5a725aa754,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/credit/+page.svelte,Direct frontend source and backend contract review,"Route /app/credit: +page.svelte; display, actions, scope, amounts and errors",,f75e13798de34ddfc362ad6a2ff354f30490e4f3f8723a1b08dcd3569979b117,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/credit/[id]/+page.svelte,Direct frontend source and backend contract review,"Route /app/credit/[id]: +page.svelte; display, actions, scope, amounts and errors",F031;F032,0706db6e9502d77f064107acc6642435b8fbb4e3bddbb5b6a4be27e7b4ce7a94,inspected; findings open,Not executed; static audit only
web/src/routes/app/credit/new/+page.svelte,Direct frontend source and backend contract review,"Route /app/credit/new: +page.svelte; display, actions, scope, amounts and errors",F031,3ecf02e15722b9977ad2a1c4661d0bbd1f1319583db5d5bdcd84654983d60e90,inspected; findings open,Not executed; static audit only
web/src/routes/app/credit/new/+page.ts,Direct frontend source and backend contract review,Route /app/credit/new: +page.ts; HTTP/SSR data and publication boundary,,0f33b4b732483874a01a3f47dfc81e6dbec1c217ddc8268ffa4aff0bc1f1dac8,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/credit/quick/+page.svelte,Direct frontend source and backend contract review,"Route /app/credit/quick: +page.svelte; display, actions, scope, amounts and errors",,2f670eb8fa699065c2c87bc4751633eb0ea1b05f61cf1478fd5fc95dc573993e,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/customers/+page.svelte,Direct frontend source and backend contract review,"Route /app/customers: +page.svelte; display, actions, scope, amounts and errors",,66bf78d0a16621964f5f338df4d927721376a1ce31e647bc03fda5376873301a,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/customers/[id]/+page.svelte,Direct frontend source and backend contract review,"Route /app/customers/[id]: +page.svelte; display, actions, scope, amounts and errors",,48cfa08c504311ac8533fd87735405d74173ad53311a52a52484adcd4df3d591,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/customers/new/+page.svelte,Direct frontend source and backend contract review,"Route /app/customers/new: +page.svelte; display, actions, scope, amounts and errors",,cc3959cc5611eb13ac93277ef2965b0aa35f06f62f53be6776fac5ed9ae2483b,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/disputes/+page.svelte,Direct frontend source and backend contract review,"Route /app/disputes: +page.svelte; display, actions, scope, amounts and errors",,5f0cc9829dce75311843c1c4ce92d46d759b51d26a958b1e751e686dbbd114a4,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/disputes/[id]/+page.svelte,Direct frontend source and backend contract review,"Route /app/disputes/[id]: +page.svelte; display, actions, scope, amounts and errors",,8a8ebfbb54839bb2fc75c2a675d82b89cfc6b55816374594310bbfaf19bc48b0,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/help/+page.svelte,Direct frontend source and backend contract review,"Route /app/help: +page.svelte; display, actions, scope, amounts and errors",,d06c70ba1634386f17b76309532c233e2f734a6608938c18f505e61ca3fba6ca,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/notifications/+page.svelte,Direct frontend source and backend contract review,"Route /app/notifications: +page.svelte; display, actions, scope, amounts and errors",,e8b1a979078ec14b5eb4b89063facf9a7728c24478269796ab9571d7df18c5e5,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/onboarding/+page.svelte,Direct frontend source and backend contract review,"Route /app/onboarding: +page.svelte; display, actions, scope, amounts and errors",,f16620ebd52b62683e9093a74510c552af20ba2c50156d19e75c3b92d17f1a7e,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/overdue/+page.svelte,Direct frontend source and backend contract review,"Route /app/overdue: +page.svelte; display, actions, scope, amounts and errors",,f31310d1b98ba8502b84ace3e5e02ed08ee0f41461a44c3f6f2ae484d305b68d,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/overview/+page.svelte,Direct frontend source and backend contract review,"Route /app/overview: +page.svelte; display, actions, scope, amounts and errors",,123fba9bad2a5c1aee449bcb279a765f9dea7b734de8eb93cb2ab734c3bdb470,inspected; no separate finding recorded,Not executed; static audit only
web/src/routes/app/payments/+page.svelte,Direct frontend source and backend contract review,"Route /app/payments: +page.svelte; display, actions, scope, amounts and errors",,95c18e9bd0aed470540916822348dcab757963a3ce62359a9ae72ebf479a6aa7,inspected; no separate finding recorded,Not executed; static audit only
